Formatstand;Nachrichtentyp;PruefID;Bezeichnung;Segmentinstanzen;Datenelemente;Codewerte;bedingte Segmente;AHB-Zeilen;Quelldatei;Tabellenlayout
202604;Bewegungsdaten/MSCONS;13017;Zählerstand (Strom);24;57;97;0;168;AHB_MSCONS_3.1g_20260401_20260930_20260401_ooox_11931.docx;nested
202604;Bewegungsdaten/MSCONS;13018;Lastgang Messlokation, Netzkoppel-punkt, Netzlokation;23;56;96;0;163;AHB_MSCONS_3.1g_20260401_20260930_20260401_ooox_11931.docx;nested
202604;Bewegungsdaten/MSCONS;13019;Energie-menge (Strom);23;54;101;0;168;AHB_MSCONS_3.1g_20260401_20260930_20260401_ooox_11931.docx;nested
202604;Bewegungsdaten/MSCONS;13020;Ausfallarbeits-überführungszeitreihe;20;53;43;0;107;AHB_MSCONS_3.1g_20260401_20260930_20260401_ooox_11931.docx;nested
202604;Bewegungsdaten/MSCONS;13021;Übermittlung von meteorologischen Daten;19;50;41;0;103;AHB_MSCONS_3.1g_20260401_20260930_20260401_ooox_11931.docx;nested
202604;Bewegungsdaten/MSCONS;13022;Redispatch 2.0 Einzelzeitreihe Ausfallarbeit;20;52;42;0;107;AHB_MSCONS_3.1g_20260401_20260930_20260401_ooox_11931.docx;nested
202604;Bewegungsdaten/MSCONS;13023;Redispatch 2.0 Ausfallarbeits-summenzeitreihe;18;47;38;0;98;AHB_MSCONS_3.1g_20260401_20260930_20260401_ooox_11931.docx;nested
202604;Bewegungsdaten/MSCONS;13025;Lastgang Marktlokation, Tranche;23;56;96;0;163;AHB_MSCONS_3.1g_20260401_20260930_20260401_ooox_11931.docx;nested
202604;Bewegungsdaten/MSCONS;13026;EEG-Überführungs-ZR aufgrund Ausfallarbeit;21;55;42;0;111;AHB_MSCONS_3.1g_20260401_20260930_20260401_ooox_11931.docx;nested
202604;Bewegungsdaten/MSCONS;13027;Werte nach Typ 2;18;45;38;0;99;AHB_MSCONS_3.1g_20260401_20260930_20260401_ooox_11931.docx;nested
202604;Bewegungsdaten/MSCONS;13028;Grundlage POG-Ermittlung;16;40;33;0;89;AHB_MSCONS_3.1g_20260401_20260930_20260401_ooox_11931.docx;nested
202604;Rechnungsstellung/COMDIS;29001;Ablehnung REMADV;14;37;48;0;84;AHB_COMDIS_1.0h_20260401_99991231_20260401_ooox_11922.docx;tabs
202604;Rechnungsstellung/COMDIS;29002;Ablehnung IFTSTA;11;29;26;0;54;AHB_COMDIS_1.0h_20260401_99991231_20260401_ooox_11922.docx;tabs
202604;Rechnungsstellung/INVOIC;31001;Abschlags-;33;100;74;0;170;AHB_INVOIC_1.0a_20260401_20260930_20260401_ooox_11928.docx;tabs
202604;Rechnungsstellung/INVOIC;31002;NN- rechnung;52;142;128;0;274;AHB_INVOIC_1.0a_20260401_20260930_20260401_ooox_11928.docx;tabs
202604;Rechnungsstellung/INVOIC;31003;WiM- Rechnung;37;112;86;0;191;AHB_INVOIC_1.0a_20260401_20260930_20260401_ooox_11928.docx;tabs
202604;Rechnungsstellung/INVOIC;31004;Stornorechnung;36;104;92;0;192;AHB_INVOIC_1.0a_20260401_20260930_20260401_ooox_11928.docx;tabs
202604;Rechnungsstellung/INVOIC;31005;MMM-;37;111;83;0;187;AHB_INVOIC_1.0a_20260401_20260930_20260401_ooox_11928.docx;tabs
202604;Rechnungsstellung/INVOIC;31006;MMM- Rechnung;36;109;82;0;184;AHB_INVOIC_1.0a_20260401_20260930_20260401_ooox_11928.docx;tabs
202604;Rechnungsstellung/INVOIC;31007;Aggreg. selbst ausgest.;33;96;73;0;165;AHB_INVOIC_1.0a_20260401_20260930_20260401_ooox_11928.docx;tabs
202604;Rechnungsstellung/INVOIC;31008;Aggreg. MMM- Rechnung Rechnung;33;96;73;0;165;AHB_INVOIC_1.0a_20260401_20260930_20260401_ooox_11928.docx;tabs
202604;Rechnungsstellung/INVOIC;31009;MSB- Rechnung;36;109;84;0;187;AHB_INVOIC_1.0a_20260401_20260930_20260401_ooox_11928.docx;tabs
202604;Rechnungsstellung/INVOIC;31010;Kapazitätsrechnung;34;96;70;0;162;AHB_INVOIC_1.0a_20260401_20260930_20260401_ooox_11928.docx;tabs
202604;Rechnungsstellung/INVOIC;31011;Rechnung Sonstige Leistung;38;113;86;0;193;AHB_INVOIC_1.0a_20260401_20260930_20260401_ooox_11928.docx;tabs
202604;Rechnungsstellung/PRICAT;27001;Übermittlung der Ausgleichs-energiepreise;15;41;34;0;74;AHB_PRICAT_2.0f_20251211_20260930_20251211_xoxx_12016.docx;nested
202604;Rechnungsstellung/PRICAT;27002;Preisblätter MSB-Leistungen;17;50;66;0;113;AHB_PRICAT_2.0f_20251211_20260930_20251211_xoxx_12016.docx;nested
202604;Rechnungsstellung/PRICAT;27003;Preisblätter NB-Leistungen;19;50;43;0;96;AHB_PRICAT_2.0f_20251211_20260930_20251211_xoxx_12016.docx;nested
202604;Rechnungsstellung/REMADV;33001;Bestätigung;15;38;37;0;72;AHB_REMADV_1.0a_20260401_99991231_20260401_ooox_11951.docx;tabs
202604;Rechnungsstellung/REMADV;33002;Abweisung;18;44;66;0;108;AHB_REMADV_1.0a_20260401_99991231_20260401_ooox_11951.docx;tabs
202604;Rechnungsstellung/REMADV;33003;Strom Abweisung Kopf und Summe;21;50;56;0;105;AHB_REMADV_1.0a_20260401_99991231_20260401_ooox_11951.docx;tabs
202604;Rechnungsstellung/REMADV;33004;Strom Abweisung Position;20;48;58;0;105;AHB_REMADV_1.0a_20260401_99991231_20260401_ooox_11951.docx;tabs
202604;Stammdaten/PARTIN;37000;Kommunikationsdaten des LF Strom;55;180;115;0;309;AHB_PARTIN_1.0f_20260401_20260930_20260401_ooox_11943.docx;nested
202604;Stammdaten/PARTIN;37001;Kommunikationsdaten des NB Strom;53;177;110;0;300;AHB_PARTIN_1.0f_20260401_20260930_20260401_ooox_11943.docx;nested
202604;Stammdaten/PARTIN;37002;Kommunikationsdaten des MSB Strom;44;144;92;0;246;AHB_PARTIN_1.0f_20260401_20260930_20260401_ooox_11943.docx;nested
202604;Stammdaten/PARTIN;37003;Kommunikationsdaten des BKV Strom;29;89;62;0;156;AHB_PARTIN_1.0f_20260401_20260930_20260401_ooox_11943.docx;nested
202604;Stammdaten/PARTIN;37004;Kommunikationsdaten des BIKO Strom;26;78;56;0;138;AHB_PARTIN_1.0f_20260401_20260930_20260401_ooox_11943.docx;nested
202604;Stammdaten/PARTIN;37005;Kommunikationsdaten des ÜNB Strom;41;133;86;0;228;AHB_PARTIN_1.0f_20260401_20260930_20260401_ooox_11943.docx;nested
202604;Stammdaten/PARTIN;37006;Kommunikationsdaten des ESA Strom;32;100;68;0;174;AHB_PARTIN_1.0f_20260401_20260930_20260401_ooox_11943.docx;nested
202604;Stammdaten/PARTIN;37008;Kommunikationsdaten des LF Gas;50;166;104;0;282;AHB_PARTIN_1.0f_20260401_20260930_20260401_ooox_11943.docx;nested
202604;Stammdaten/PARTIN;37009;Kommunikationsdaten des NB Gas;50;166;104;0;282;AHB_PARTIN_1.0f_20260401_20260930_20260401_ooox_11943.docx;nested
202604;Stammdaten/PARTIN;37010;Kommunikationsdaten des MSB Gas;47;155;97;0;263;AHB_PARTIN_1.0f_20260401_20260930_20260401_ooox_11943.docx;nested
202604;Stammdaten/PARTIN;37011;Kommunikationsdaten des MGV Gas;38;122;80;0;210;AHB_PARTIN_1.0f_20260401_20260930_20260401_ooox_11943.docx;nested
202604;Stammdaten/PARTIN;37012;Spartenüb. Kommunikationsdaten des NB Gas;26;78;56;0;138;AHB_PARTIN_1.0f_20260401_20260930_20260401_ooox_11943.docx;nested
202604;Stammdaten/PARTIN;37013;Spartenüb. Kommunikationsdaten des MSB Gas;26;78;56;0;138;AHB_PARTIN_1.0f_20260401_20260930_20260401_ooox_11943.docx;nested
202604;Stammdaten/PARTIN;37014;Spartenüb. Kommunikationsdaten des MSB Strom;26;78;56;0;138;AHB_PARTIN_1.0f_20260401_20260930_20260401_ooox_11943.docx;nested
202604;Stammdaten/UTILMD/Gas;44001;Anmeldung NN;47;111;102;0;218;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44002;Bestätigung Anmeldung;100;203;213;0;435;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44003;Ablehnung Anmeldung;19;50;45;0;91;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44004;Abmeldung NN;15;39;40;0;76;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44005;Bestätigung Abmeldung;16;43;42;0;82;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44006;Ablehnung Abmeldung;14;36;37;0;73;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44007;Abmeldung NN vom NB;14;37;31;0;66;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44008;Bestätigung Abmeldung vom NB;15;40;33;0;71;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44009;Ablehnung Abmeldung vom NB;14;36;30;0;66;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44010;Abmelde- anfrage des NB;14;38;36;0;73;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44011;Bestätigung Abmelde- anfrage;14;37;33;0;69;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44012;Ablehnung Abmelde- anfrage;13;34;31;0;65;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44013;Anmeldung EOG;101;219;227;0;466;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44014;Bestätigung EOG Anmeldung;99;201;217;0;437;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44015;Ablehnung EOG Anmeldung;15;38;41;0;78;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44016;Kündigung beim alten Lieferanten;21;54;42;0;97;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44017;Bestätigung Kündigung;20;55;41;0;96;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44018;Ablehnung Kündigung;18;48;40;0;84;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44019;Bestands- liste zugeordnete Marktlokati onenen;31;81;71;0;152;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44020;Änderungs- meldung zur Bestands- liste;34;85;75;0;160;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44021;Antwort auf Änderungs- meldung zur Bestands- liste;33;82;72;0;155;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44022;Anfrage nach Stornierung;12;31;29;0;60;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44023;Bestätigung Anfrage Stornierung;12;32;30;0;61;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44024;Ablehnung Anfrage Stornierung;13;34;31;0;64;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44035;Antwort auf die Geschäftsdatenanfrage;88;162;185;0;373;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44036;Information smeldung über existierende Zuordnung;13;34;30;0;65;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44037;Information smeldung zur Beendigung der Zuordnung;13;35;30;0;63;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44038;Information smeldung zur Aufhebung einer zuk. Zuordnung;14;38;35;0;71;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44039;Kündigung MSB;18;48;38;0;87;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44040;Bestätigung Kündigung MSB;21;55;42;0;98;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44041;Ablehnung Kündigung MSB;16;43;37;0;77;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44042;Anmeldung MSB;21;63;47;0;111;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44043;Bestätigung Anmeldung MSB;70;141;150;0;305;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44044;Ablehnung Anmeldung MSB;13;34;31;0;65;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44051;Ende MSB;13;35;35;0;68;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44052;Bestätigung Ende MSB;15;40;38;0;76;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44053;Ablehnung Ende MSB;13;34;34;0;68;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44060;Antwort auf die Geschäftsdatenanfrage;63;114;131;0;262;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44101;Stammdaten zur Messlokation;15;44;37;0;77;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44102;Aktualisierte Stammdaten zur Messlokation;15;41;37;0;75;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44103;Stammdaten zur Markt- lokation;27;71;65;0;132;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44104;Aktualisierte Stammdaten zur Markt- lokation;27;68;65;0;130;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44105;Ablehnung auf Stammdaten zur Markt- lokation;14;37;34;0;70;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44109;Nicht bila.rel. Änderung vom LF;20;54;43;0;97;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44111;Antwort auf Änderung vom LF;13;34;29;0;63;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44112;Nicht bila. rel. Änderung vom NB;48;118;101;0;224;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44113;Nicht bila. rel. Änderung vom NB;26;75;57;0;133;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44115;Antwort auf Änderung vom NB;13;34;30;0;64;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44116;Änderung vom MSB mit Abhängig keiten;51;90;114;0;215;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44117;Änderung vom MSB mit Abhängig keiten;46;82;104;0;199;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44119;Antwort auf Änderung vom MSB;13;34;30;0;64;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44120;Bila.rel. Änderung vom LF;15;38;32;0;70;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44121;Antwort auf Änderung vom LF;13;34;29;0;63;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44123;Bila.rel. Änderung vom NB mit Abhängigkeiten;22;54;51;0;106;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44124;Antwort auf Änderung vom NB;13;34;29;0;63;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44137;Nicht bila.rel. Anfrage an LF;20;54;43;0;97;AHB_UTILMD_G1.1_20260401_20260301_20251211_oxox_12018.docx;tabs
202604;Stammdaten/UTILMD/Gas;44138;Antwort auf Anfrage;22;59;46;0;105;AHB_UTILMD_G1.1_20260401_20260301_20251211_oxox_12018.docx;tabs
202604;Stammdaten/UTILMD/Gas;44139;Nicht bila. rel. Anfrage an NB;49;119;102;0;226;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44140;Nicht bila. rel. Anfrage an NB;26;75;56;0;131;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44142;Antwort auf Anfrage;53;129;110;0;245;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44143;Anfrage an MSB mit Abhängig- keiten;46;82;104;0;199;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44145;Antwort auf Anfrage;48;87;107;0;207;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44146;Ablehnung der Anfrage;13;34;29;0;63;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44147;Anfrage an MSB mit Abhängig- keiten;46;82;104;0;199;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44148;Anfrage an MSB mit Abhängig- keiten;51;90;114;0;215;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44149;Antwort auf Anfrage;53;95;117;0;224;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44150;Bila.rel. Anfrage an LF;15;38;32;0;70;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44151;Antwort auf Anfrage;17;43;35;0;78;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44152;Ablehnung der Anfrage;13;34;29;0;63;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44156;Bila.rel. Anfrage an NB mit Abhängigkeiten;22;54;51;0;106;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44157;Antwort auf Anfrage;24;59;54;0;115;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44159;Änderung vom MSB ohne Abhängigkei ten;18;60;41;0;100;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44160;Änderung vom MSB ohne Abhängigkei ten;15;44;34;0;76;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44161;Antwort auf Änderung;13;34;30;0;64;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44162;Anfrage an MSB ohne Abhängigkeite n;15;44;34;0;76;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44163;Antwort auf Anfrage;17;49;37;0;84;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44164;Ablehnung Anfrage;13;34;29;0;63;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44165;Nicht bila.rel. Anfrage an MSB ohne Abhängigkeite n;15;44;34;0;76;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44166;Nicht bila.rel. Anfrage an MSB ohne Abhängigkeite n;18;60;41;0;100;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44167;Antwort auf Anfrage;20;65;44;0;108;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44168;Verpflicht- ungsanfrage / Aufforderun g;71;148;155;0;318;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44169;Bestätigung Verpflicht- ungsanfrage;71;143;151;0;309;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44170;Ablehnung Verpflicht- ungsanfrage;13;34;31;0;65;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44175;Änderung der Marktlokations- struktur;13;35;30;0;63;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44176;Antwort auf Änderung der Marktlokations- struktur;15;40;33;0;71;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44180;Anfrage der Markt- lokations- struktur;13;35;30;0;63;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44181;Antwort auf Anfrage der Markt- lokations- struktur;15;40;33;0;71;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Gas;44182;Ablehnung der Anfrage der Markt- lokations- struktur;13;34;29;0;63;AHB_UTILMD_G1.1_20260401_20260930_20260401_ooox_11956.docx;tabs
202604;Stammdaten/UTILMD/Strom;55001;Anmeldung verb. MaLo;29;68;72;3;146;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55002;Bestätigung Anmeldung verb. MaLo;37;80;75;3;165;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55003;Ablehnung Anmeldung verb. MaLo;17;46;41;0;83;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55004;Abmeldung;15;39;44;2;83;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55005;Bestätigung Abmeldung;14;38;40;0;75;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55006;Ablehnung Abmeldung;13;34;37;0;70;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55007;Abmeldung / Beendig-ung der Zuordnung;16;41;40;2;82;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55008;Bestätigung Abmeldung;14;38;34;0;69;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55009;Ablehnung Abmeldung;13;34;31;0;64;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55010;Anfrage zur Beendigung der Zuordnung;17;45;43;4;88;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55011;Bestätigung Beendigung der Zuordnung;13;35;31;0;64;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55012;Ablehnung Beendigung der Zuordnung;12;32;29;0;60;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55013;Anmeldung / Zuordnung EOG;49;126;120;3;257;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55014;Bestätigung EOG Anmeldung;30;71;86;0;159;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55015;Ablehnung EOG Anmeldung;13;34;41;0;74;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55016;Kündigung;15;39;35;2;73;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55017;Bestätigung Kündigung;16;42;38;1;78;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55018;Ablehnung Kündigung;17;46;39;0;80;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55022;Anfrage nach Stornierung;12;31;29;0;60;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55023;Bestätigung Anfrage Stornierung;12;32;30;0;61;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
202604;Stammdaten/UTILMD/Strom;55024;Ablehnung Anfrage Stornierung;13;34;31;0;64;AHB_UTILMD_S2.1_20260629_20260930_20260629_xoxx_12271.docx;nested
