Muster;Formatstand;Sparte;Prüf-ID;Segment;Befund;Vorschlag;Entscheidung
E3;202610;Strom;55238;SEQ;SEQ+Z38: Qualifier ist im AHB der Prüf-ID 55238 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55238;CAV;Segment CAV ist im AHB der Prüf-ID 55238 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55242;SEQ;Segment SEQ ist im AHB der Prüf-ID 55242 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55242;CCI;Segment CCI ist im AHB der Prüf-ID 55242 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55242;CAV;Segment CAV ist im AHB der Prüf-ID 55242 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55553;SEQ;SEQ+Z76: Qualifier ist im AHB der Prüf-ID 55553 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55600;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55600 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55601;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55601 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55615;CAV;CAV+E01: Qualifier ist im AHB der Prüf-ID 55615 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55618;CAV;CAV+ZE6: Qualifier ist im AHB der Prüf-ID 55618 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55627;CAV;CAV+E01: Qualifier ist im AHB der Prüf-ID 55627 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55630;CAV;CAV+ZE6: Qualifier ist im AHB der Prüf-ID 55630 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55639;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55639 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55639;CAV;CAV+E01: Qualifier ist im AHB der Prüf-ID 55639 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55640;SEQ;SEQ+Z01: Qualifier ist im AHB der Prüf-ID 55640 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55640;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55640 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55640;CAV;CAV+E03: Qualifier ist im AHB der Prüf-ID 55640 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55640;CAV;CAV+Z52: Qualifier ist im AHB der Prüf-ID 55640 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55641;CAV;CAV+ZE6: Qualifier ist im AHB der Prüf-ID 55641 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55649;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55649 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55649;CAV;CAV+E01: Qualifier ist im AHB der Prüf-ID 55649 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55650;SEQ;SEQ+Z01: Qualifier ist im AHB der Prüf-ID 55650 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55650;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55650 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55650;CAV;CAV+E03: Qualifier ist im AHB der Prüf-ID 55650 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55650;CAV;CAV+Z52: Qualifier ist im AHB der Prüf-ID 55650 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55651;CAV;CAV+ZE6: Qualifier ist im AHB der Prüf-ID 55651 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55659;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55659 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55659;CAV;CAV+E01: Qualifier ist im AHB der Prüf-ID 55659 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55660;SEQ;SEQ+Z01: Qualifier ist im AHB der Prüf-ID 55660 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55660;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55660 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55660;CAV;CAV+E03: Qualifier ist im AHB der Prüf-ID 55660 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55660;CAV;CAV+Z52: Qualifier ist im AHB der Prüf-ID 55660 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55661;CAV;CAV+ZE6: Qualifier ist im AHB der Prüf-ID 55661 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55684;SEQ;SEQ+Z01: Qualifier ist im AHB der Prüf-ID 55684 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55684;CCI;Segment CCI ist im AHB der Prüf-ID 55684 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55684;CAV;Segment CAV ist im AHB der Prüf-ID 55684 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55684;CCI;Segment CCI ist im AHB der Prüf-ID 55684 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55684;CAV;Segment CAV ist im AHB der Prüf-ID 55684 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55684;CCI;Segment CCI ist im AHB der Prüf-ID 55684 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55684;CAV;Segment CAV ist im AHB der Prüf-ID 55684 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55688;CAV;CAV+E03: Qualifier ist im AHB der Prüf-ID 55688 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55688;CAV;CAV+Z52: Qualifier ist im AHB der Prüf-ID 55688 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55693;CAV;CAV+Z10: Qualifier ist im AHB der Prüf-ID 55693 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E4;202604;Strom;55060;CAV;"DE7110 ""9911000000456"": laut AHB zulässig sind Z39, Z40, Z41.";Gegen Original-AHB prüfen: MP-ID-Wert vs. Codeliste Z39/Z40/Z41 in DE7110 (Maske ODER Extraktion);
E4;202604;Strom;55194;CAV;"DE7110 ""9911000000456"": laut AHB zulässig sind Z39, Z40, Z41, Z19, Z20.";Gegen Original-AHB prüfen: MP-ID-Wert vs. Codeliste Z39/Z40/Z41 in DE7110 (Maske ODER Extraktion);
E4;202604;Strom;55615;CAV;"DE7110 ""9911000000456"": laut AHB zulässig sind Z39, Z40, Z41.";Gegen Original-AHB prüfen: MP-ID-Wert vs. Codeliste Z39/Z40/Z41 in DE7110 (Maske ODER Extraktion);
E4;202604;Strom;55616;CAV;"DE7110 ""9911000000456"": laut AHB zulässig sind Z39, Z40, Z41, Z19, Z20.";Gegen Original-AHB prüfen: MP-ID-Wert vs. Codeliste Z39/Z40/Z41 in DE7110 (Maske ODER Extraktion);
E4;202604;Strom;55620;CAV;"DE7110 ""9911000000456"": laut AHB zulässig sind Z39, Z40, Z41, Z19, Z20.";Gegen Original-AHB prüfen: MP-ID-Wert vs. Codeliste Z39/Z40/Z41 in DE7110 (Maske ODER Extraktion);
E4;202604;Strom;55627;CAV;"DE7110 ""9911000000456"": laut AHB zulässig sind Z39, Z40, Z41.";Gegen Original-AHB prüfen: MP-ID-Wert vs. Codeliste Z39/Z40/Z41 in DE7110 (Maske ODER Extraktion);
E4;202604;Strom;55632;CAV;"DE7110 ""9911000000456"": laut AHB zulässig sind Z39, Z40, Z41, Z19, Z20.";Gegen Original-AHB prüfen: MP-ID-Wert vs. Codeliste Z39/Z40/Z41 in DE7110 (Maske ODER Extraktion);
E4;202610;Strom;55194;CAV;"DE7110 ""9911000000456"": laut AHB zulässig sind Z39, Z40, Z41, Z19, Z20.";Gegen Original-AHB prüfen: MP-ID-Wert vs. Codeliste Z39/Z40/Z41 in DE7110 (Maske ODER Extraktion);
E4;202610;Strom;55615;CAV;"DE7110 ""9911000000456"": laut AHB zulässig sind Z39, Z40, Z41.";Gegen Original-AHB prüfen: MP-ID-Wert vs. Codeliste Z39/Z40/Z41 in DE7110 (Maske ODER Extraktion);
E4;202610;Strom;55616;CAV;"DE7110 ""9911000000456"": laut AHB zulässig sind Z39, Z40, Z41, Z19, Z20.";Gegen Original-AHB prüfen: MP-ID-Wert vs. Codeliste Z39/Z40/Z41 in DE7110 (Maske ODER Extraktion);
E4;202610;Strom;55620;CAV;"DE7110 ""9911000000456"": laut AHB zulässig sind Z39, Z40, Z41, Z19, Z20.";Gegen Original-AHB prüfen: MP-ID-Wert vs. Codeliste Z39/Z40/Z41 in DE7110 (Maske ODER Extraktion);
E4;202610;Strom;55627;CAV;"DE7110 ""9911000000456"": laut AHB zulässig sind Z39, Z40, Z41.";Gegen Original-AHB prüfen: MP-ID-Wert vs. Codeliste Z39/Z40/Z41 in DE7110 (Maske ODER Extraktion);
E4;202610;Strom;55632;CAV;"DE7110 ""9911000000456"": laut AHB zulässig sind Z39, Z40, Z41, Z19, Z20.";Gegen Original-AHB prüfen: MP-ID-Wert vs. Codeliste Z39/Z40/Z41 in DE7110 (Maske ODER Extraktion);
E5;202604;Strom;55615;CCI;"DE7037 ""Z12"": laut AHB zulässig sind ZB3.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E5;202604;Strom;55618;CCI;"DE7037 ""ZH2"": laut AHB zulässig sind ZB3.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E5;202604;Strom;55627;CCI;"DE7037 ""Z12"": laut AHB zulässig sind ZB3.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E5;202604;Strom;55630;CCI;"DE7037 ""ZH2"": laut AHB zulässig sind ZB3.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E5;202604;Strom;55684;CCI;"DE7037 ""ZB3"": laut AHB zulässig sind ZA9.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E5;202604;Strom;55684;CCI;"DE7037 ""E03"": laut AHB zulässig sind ZA9.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E5;202604;Strom;55684;CCI;"DE7037 ""Z83"": laut AHB zulässig sind ZA9.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E5;202604;Strom;55688;CCI;"DE7037 ""E03"": laut AHB zulässig sind ZB3.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E5;202604;Strom;55688;CCI;"DE7037 ""Z83"": laut AHB zulässig sind ZB3.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E5;202610;Strom;55615;CCI;"DE7037 ""Z12"": laut AHB zulässig sind ZB3.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E5;202610;Strom;55618;CCI;"DE7037 ""ZH2"": laut AHB zulässig sind ZB3.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E5;202610;Strom;55627;CCI;"DE7037 ""Z12"": laut AHB zulässig sind ZB3.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E5;202610;Strom;55630;CCI;"DE7037 ""ZH2"": laut AHB zulässig sind ZB3.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E5;202610;Strom;55688;CCI;"DE7037 ""E03"": laut AHB zulässig sind ZB3.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E5;202610;Strom;55688;CCI;"DE7037 ""Z83"": laut AHB zulässig sind ZB3.";Gegen Original-AHB prüfen: DE7037-Belegung der Folge-CCI (Maske ODER Extraktion);
E6;202604;Strom;55074;NAD;"DE3055 ""293"": laut AHB zulässig sind 9.";MP-ID-Vorbelegung je PID an AHB-Codevergabestelle koppeln (GLN-Beispiel bei Code 9);
E6;202604;Strom;55075;NAD;"DE3055 ""293"": laut AHB zulässig sind 9.";MP-ID-Vorbelegung je PID an AHB-Codevergabestelle koppeln (GLN-Beispiel bei Code 9);
E6;202604;Strom;55076;NAD;"DE3055 ""293"": laut AHB zulässig sind 9.";MP-ID-Vorbelegung je PID an AHB-Codevergabestelle koppeln (GLN-Beispiel bei Code 9);
E6;202604;Strom;55194;NAD;"DE3055 ""293"": laut AHB zulässig sind 9, 332.";MP-ID-Vorbelegung je PID an AHB-Codevergabestelle koppeln (GLN-Beispiel bei Code 9);
E6;202610;Strom;55074;NAD;"DE3055 ""293"": laut AHB zulässig sind 9.";MP-ID-Vorbelegung je PID an AHB-Codevergabestelle koppeln (GLN-Beispiel bei Code 9);
E6;202610;Strom;55075;NAD;"DE3055 ""293"": laut AHB zulässig sind 9.";MP-ID-Vorbelegung je PID an AHB-Codevergabestelle koppeln (GLN-Beispiel bei Code 9);
E6;202610;Strom;55076;NAD;"DE3055 ""293"": laut AHB zulässig sind 9.";MP-ID-Vorbelegung je PID an AHB-Codevergabestelle koppeln (GLN-Beispiel bei Code 9);
E6;202610;Strom;55194;NAD;"DE3055 ""293"": laut AHB zulässig sind 9, 332.";MP-ID-Vorbelegung je PID an AHB-Codevergabestelle koppeln (GLN-Beispiel bei Code 9);
E7;202604;Gas;44019;BGM;"DE1001 ""E03"": laut AHB zulässig sind E06.";BGM-Vorbelegung aus Prozess-Meta korrigieren (55074: Z14, 44019: E06);
E7;202604;Strom;55074;BGM;"DE1001 ""E03"": laut AHB zulässig sind Z14.";BGM-Vorbelegung aus Prozess-Meta korrigieren (55074: Z14, 44019: E06);
E7;202610;Gas;44019;BGM;"DE1001 ""E03"": laut AHB zulässig sind E06.";BGM-Vorbelegung aus Prozess-Meta korrigieren (55074: Z14, 44019: E06);
E7;202610;Strom;55074;BGM;"DE1001 ""E03"": laut AHB zulässig sind Z14.";BGM-Vorbelegung aus Prozess-Meta korrigieren (55074: Z14, 44019: E06);
E8;202604;Gas;44019;STS;Segment STS ist im AHB der Prüf-ID 44019 nicht vorgesehen.;STS+7 nur erzeugen, wenn der AHB der Prüf-ID es führt (55074/44019/55224: entfernen);
E8;202604;Strom;55074;STS;Segment STS ist im AHB der Prüf-ID 55074 nicht vorgesehen.;STS+7 nur erzeugen, wenn der AHB der Prüf-ID es führt (55074/44019/55224: entfernen);
E8;202604;Strom;55224;STS;STS+7: Qualifier ist im AHB der Prüf-ID 55224 nicht vorgesehen.;STS+7 nur erzeugen, wenn der AHB der Prüf-ID es führt (55074/44019/55224: entfernen);
E8;202610;Gas;44019;STS;Segment STS ist im AHB der Prüf-ID 44019 nicht vorgesehen.;STS+7 nur erzeugen, wenn der AHB der Prüf-ID es führt (55074/44019/55224: entfernen);
E8;202610;Strom;55074;STS;Segment STS ist im AHB der Prüf-ID 55074 nicht vorgesehen.;STS+7 nur erzeugen, wenn der AHB der Prüf-ID es führt (55074/44019/55224: entfernen);
E8;202610;Strom;55224;STS;STS+7: Qualifier ist im AHB der Prüf-ID 55224 nicht vorgesehen.;STS+7 nur erzeugen, wenn der AHB der Prüf-ID es führt (55074/44019/55224: entfernen);
E9;202604;Strom;55194;SEQ;SEQ+ZD5: Qualifier ist im AHB der Prüf-ID 55194 nicht vorgesehen.;SEQ-Qualifier an AHB-Meta koppeln (55194: ZF3/ZG0 statt ZD5);
E9;202610;Strom;55194;SEQ;SEQ+ZD5: Qualifier ist im AHB der Prüf-ID 55194 nicht vorgesehen.;SEQ-Qualifier an AHB-Meta koppeln (55194: ZF3/ZG0 statt ZD5);
